Timestamp: 2000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 2000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 18	 True labels: [2]
Removed examples from short-time-memory: 58696	 True labels: [2]
Removed examples from short-time-memory: 58707	 True labels: [1]
Removed examples from short-time-memory: 58740	 True labels: [3]
Removed examples from short-time-memory: 58770	 True labels: [4]
Removed examples from short-time-memory: 58778	 True labels: [4]
Removed examples from short-time-memory: 58781	 True labels: [4]
Removed examples from short-time-memory: 58794	 True labels: [2, 5]
Removed examples from short-time-memory: 58822	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 58824	 True labels: [4]
Removed examples from short-time-memory: 58826	 True labels: [3]
Removed examples from short-time-memory: 58834	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 58853	 True labels: [4]
Removed examples from short-time-memory: 58875	 True labels: [2, 5]
Removed examples from short-time-memory: 58876	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 58886	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 58932	 True labels: [2]
Removed examples from short-time-memory: 58941	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 58948	 True labels: [2, 5]
Removed examples from short-time-memory: 59009	 True labels: [3]
Removed examples from short-time-memory: 59011	 True labels: [2]
Removed examples from short-time-memory: 59013	 True labels: [4]
Removed examples from short-time-memory: 59023	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59025	 True labels: [4]
Removed examples from short-time-memory: 59028	 True labels: [4]
Removed examples from short-time-memory: 59058	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59083	 True labels: [4]
Removed examples from short-time-memory: 59085	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59091	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59111	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59117	 True labels: [4]
Removed examples from short-time-memory: 59130	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59140	 True labels: [1]
Removed examples from short-time-memory: 59156	 True labels: [3]
Removed examples from short-time-memory: 59166	 True labels: [2]
Removed examples from short-time-memory: 59177	 True labels: [2, 5]
Removed examples from short-time-memory: 59181	 True labels: [4]
Removed examples from short-time-memory: 59203	 True labels: [4]
Removed examples from short-time-memory: 59276	 True labels: [4]
Removed examples from short-time-memory: 59335	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59339	 True labels: [2, 5]
Removed examples from short-time-memory: 59369	 True labels: [2]
Removed examples from short-time-memory: 59370	 True labels: [1]
Removed examples from short-time-memory: 59376	 True labels: [3]
Removed examples from short-time-memory: 59377	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59382	 True labels: [2]
Removed examples from short-time-memory: 59399	 True labels: [4]
Removed examples from short-time-memory: 59427	 True labels: [4]
Removed examples from short-time-memory: 59467	 True labels: [1]
Removed examples from short-time-memory: 59498	 True labels: [4]
Removed examples from short-time-memory: 59500	 True labels: [2, 5]
Removed examples from short-time-memory: 59521	 True labels: [3]
Removed examples from short-time-memory: 59565	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59576	 True labels: [1]
Removed examples from short-time-memory: 59583	 True labels: [4]
Removed examples from short-time-memory: 59599	 True labels: [2]
Removed examples from short-time-memory: 59600	 True labels: [2]
Removed examples from short-time-memory: 59686	 True labels: [2]
Removed examples from short-time-memory: 59688	 True labels: [1]
Removed examples from short-time-memory: 59696	 True labels: [4]
Removed examples from short-time-memory: 59714	 True labels: [1]
Removed examples from short-time-memory: 59736	 True labels: [4]
Removed examples from short-time-memory: 59737	 True labels: [4]
Removed examples from short-time-memory: 59745	 True labels: [2, 5]
Removed examples from short-time-memory: 59767	 True labels: [2, 5]
Removed examples from short-time-memory: 59789	 True labels: [4]
Removed examples from short-time-memory: 59792	 True labels: [1]
Removed examples from short-time-memory: 59808	 True labels: [4]
Removed examples from short-time-memory: 59821	 True labels: [2, 5]
Removed examples from short-time-memory: 59828	 True labels: [1]
Removed examples from short-time-memory: 59839	 True labels: [4]
Removed examples from short-time-memory: 59849	 True labels: [1]
Removed examples from short-time-memory: 59911	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 59930	 True labels: [1]
Removed examples from short-time-memory: 59962	 True labels: [4]
Removed examples from short-time-memory: 59973	 True labels: [2]
Removed examples from short-time-memory: 59999	 True labels: [2, 5]
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP13]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [0]:3
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [1]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP2]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP5]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP4]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [4]:3
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP7]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP6]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP9]:1
Timestamp: 62000 - removed micro-clusters: 0 - model's size [NP8]:1
Removed examples from short-time-memory: 60005	 True labels: [1]
Removed examples from short-time-memory: 60013	 True labels: [1]
Removed examples from short-time-memory: 60029	 True labels: [3]
Removed examples from short-time-memory: 60030	 True labels: [2]
Removed examples from short-time-memory: 60039	 True labels: [3]
Removed examples from short-time-memory: 60047	 True labels: [2]
Removed examples from short-time-memory: 60089	 True labels: [4]
Removed examples from short-time-memory: 60096	 True labels: [0, 2]
Removed examples from short-time-memory: 60103	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60104	 True labels: [4]
Removed examples from short-time-memory: 60144	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60146	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60187	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60194	 True labels: [1]
Removed examples from short-time-memory: 60195	 True labels: [4]
Removed examples from short-time-memory: 60205	 True labels: [1]
Removed examples from short-time-memory: 60221	 True labels: [1]
Removed examples from short-time-memory: 60296	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60308	 True labels: [4]
Removed examples from short-time-memory: 60393	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60404	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60412	 True labels: [1]
Removed examples from short-time-memory: 60419	 True labels: [2]
Removed examples from short-time-memory: 60422	 True labels: [4]
Removed examples from short-time-memory: 60451	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60454	 True labels: [4]
Removed examples from short-time-memory: 60476	 True labels: [1]
Removed examples from short-time-memory: 60500	 True labels: [1]
Removed examples from short-time-memory: 60501	 True labels: [4]
Removed examples from short-time-memory: 60516	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60610	 True labels: [4]
Removed examples from short-time-memory: 60618	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60633	 True labels: [2]
Removed examples from short-time-memory: 60639	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60645	 True labels: [2]
Removed examples from short-time-memory: 60698	 True labels: [4]
Removed examples from short-time-memory: 60750	 True labels: [1]
Removed examples from short-time-memory: 60759	 True labels: [4]
Removed examples from short-time-memory: 60783	 True labels: [2]
Removed examples from short-time-memory: 60803	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60812	 True labels: [1]
Removed examples from short-time-memory: 60815	 True labels: [4]
Removed examples from short-time-memory: 60822	 True labels: [4]
Removed examples from short-time-memory: 60861	 True labels: [2, 5]
Removed examples from short-time-memory: 60867	 True labels: [4]
Removed examples from short-time-memory: 60931	 True labels: [1]
Removed examples from short-time-memory: 60934	 True labels: [4]
Removed examples from short-time-memory: 60953	 True labels: [4]
Removed examples from short-time-memory: 60988	 True labels: [2, 5]
Removed examples from short-time-memory: 60991	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 60992	 True labels: [2, 5]
Removed examples from short-time-memory: 61000	 True labels: [4]
Removed examples from short-time-memory: 61035	 True labels: [4]
Removed examples from short-time-memory: 61053	 True labels: [4]
Removed examples from short-time-memory: 61055	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61090	 True labels: [2]
Removed examples from short-time-memory: 61133	 True labels: [2, 5]
Removed examples from short-time-memory: 61140	 True labels: [4]
Removed examples from short-time-memory: 61192	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61201	 True labels: [0, 2]
Removed examples from short-time-memory: 61208	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61217	 True labels: [4]
Removed examples from short-time-memory: 61229	 True labels: [4]
Removed examples from short-time-memory: 61239	 True labels: [4]
Removed examples from short-time-memory: 61254	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61256	 True labels: [4]
Removed examples from short-time-memory: 61263	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61272	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61286	 True labels: [4]
Removed examples from short-time-memory: 61354	 True labels: [4]
Removed examples from short-time-memory: 61359	 True labels: [4]
Removed examples from short-time-memory: 61380	 True labels: [1]
Removed examples from short-time-memory: 61386	 True labels: [1]
Removed examples from short-time-memory: 61405	 True labels: [2]
Removed examples from short-time-memory: 61406	 True labels: [4]
Removed examples from short-time-memory: 61422	 True labels: [4]
Removed examples from short-time-memory: 61455	 True labels: [2, 5]
Removed examples from short-time-memory: 61503	 True labels: [2, 5]
Removed examples from short-time-memory: 61508	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61527	 True labels: [0, 2]
Removed examples from short-time-memory: 61534	 True labels: [3]
Removed examples from short-time-memory: 61556	 True labels: [4]
Removed examples from short-time-memory: 61583	 True labels: [4]
Removed examples from short-time-memory: 61589	 True labels: [4]
Removed examples from short-time-memory: 61595	 True labels: [2]
Removed examples from short-time-memory: 61597	 True labels: [4]
Removed examples from short-time-memory: 61610	 True labels: [4]
Removed examples from short-time-memory: 61614	 True labels: [4]
Removed examples from short-time-memory: 61633	 True labels: [1]
Removed examples from short-time-memory: 61689	 True labels: [4]
Removed examples from short-time-memory: 61690	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61711	 True labels: [1]
Removed examples from short-time-memory: 61734	 True labels: [4]
Removed examples from short-time-memory: 61746	 True labels: [4]
Removed examples from short-time-memory: 61758	 True labels: [2, 5]
Removed examples from short-time-memory: 61772	 True labels: [4]
Removed examples from short-time-memory: 61782	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61786	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 61788	 True labels: [4]
Removed examples from short-time-memory: 61789	 True labels: [0, 2]
